Question,Correct Answer,Name,Category,Type
"Why would you be watching tv instead of doing something else? The options are: A) headache, B) laughter, C) laziness, D) erections, E) wasting time",C,CommonsenseQA_test,watching tv,Commonsense
"James wanted to find an old underground map from the 50s.  Where might he look for one? The options are: A) library, B) subway station, C) county engineer's office, D) super market, E) home",A,CommonsenseQA_test,underground map,Commonsense
"What can happen when you contemplate alone for a long time? The options are: A) daydream, B) headache, C) get ideas, D) sleep, E) become distracted",A,CommonsenseQA_test,contemplate,Commonsense
"The student explained he had a clue what neuroepithelium was and got really nervous, he then lost his balance because a what issue? The options are: A) tastebud, B) retina, C) inner ear, D) nasal cavity, E) autistic",C,CommonsenseQA_test,neuroepithelium,Commonsense
"What does a person often feel about someone judging them guilty? The options are: A) controversy, B) responsibility, C) resentment, D) judge feelings, E) hurt feelings",C,CommonsenseQA_test,judging,Commonsense
"What do people do when they think too quickly? The options are: A) jump to conclusions, B) hurry home, C) build trust, D) pay bills, E) sing",A,CommonsenseQA_test,people,Commonsense
"Women used to be expected to wear a dress but it's now acceptable for them to wear what? The options are: A) man suit, B) pants, C) naked, D) action, E) long skirt",B,CommonsenseQA_test,dress,Commonsense
"What is happening while he's playing basketball for such a long time? The options are: A) sweating, B) pain, C) having fun, D) medium, E) knee injury",A,CommonsenseQA_test,playing basketball,Commonsense
"You have to a lot of thinking while studying a new subject, but it is how you gain what? The options are: A) fatigue, B) depression, C) best way, D) weight, E) knowledge",E,CommonsenseQA_test,thinking,Commonsense
"What has a shelf that does not allow you to see what is inside of it? The options are: A) chest of drawers, B) stove, C) hold alcohol, D) bookcase, E) grocery store",A,CommonsenseQA_test,shelf,Commonsense
"Which large land mass is home to the most monkeys? The options are: A) amazon basin, B) friend's house, C) lift number 3, D) research laboratory, E) african continent",E,CommonsenseQA_test,monkey,Commonsense
"How can someone die from eating hamburger? The options are: A) gas, B) getting full, C) mad cow disease, D) death, E) feel full",C,CommonsenseQA_test,eating hamburger,Commonsense
"Dan was a farmer with just one heifer.  But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where? The options are: A) arizona, B) farm yard, C) michigan, D) german field, E) dairy farm",C,CommonsenseQA_test,heifer,Commonsense
"Where is a dining area likely to be small? The options are: A) cruise ship, B) home, C) mall, D) restaurant, E) dark cave",B,CommonsenseQA_test,dining area,Commonsense
"Christians believe you will go to heaven if you're what? The options are: A) unable to work, B) born again, C) change of color, D) dead, E) no longer exist",B,CommonsenseQA_test,dying,Commonsense
"If someone laughs after surprising them they have a good sense of what? The options are: A) joy, B) fight, C) frightened, D) humor, E) laughter",D,CommonsenseQA_test,surprising,Commonsense
"A statue that shoots liquid is called a what? The options are: A) water fountain, B) large city, C) museum, D) pool, E) central park",A,CommonsenseQA_test,statue,Commonsense
"What do the terms need to be in order to compete against someone? The options are: A) cheat, B) fair, C) in competition, D) practice, E) sabotage",B,CommonsenseQA_test,compete against,Commonsense
"Where are traveling clothes often kept? The options are: A) suitcase, B) bedroom, C) closet, D) draws, E) dresser",A,CommonsenseQA_test,clothes,Commonsense
"Joe is a  squirrel, which is an animal. He probably lives in what sort of place. The options are: A) pet store, B) outside, C) woodland, D) ocean, E) cafe",C,CommonsenseQA_test,animal,Commonsense
"Where would you get some maps that you own? The options are: A) bookstore, B) library, C) electrical circuit, D) cabinet, E) important when traveling",D,CommonsenseQA_test,maps,Commonsense
"Where can you buy a two wheel transportation machine? The options are: A) boat, B) michigan, C) train station, D) bicycle shop, E) trunk of car",D,CommonsenseQA_test,wheel,Commonsense
"What kind of cold storage could you find in your house? The options are: A) ice pack, B) freezer, C) laboratory, D) warehouse, E) refrigerator",E,CommonsenseQA_test,cold storage,Commonsense
"A showroom feature washers and refrigerators, where is this showroom located? The options are: A) appliance store, B) vegas, C) electronics store, D) car dealership, E) kitchen",A,CommonsenseQA_test,showroom,Commonsense
"Dan fell off a bar stool.  He did this because he was what than ever before? The options are: A) kitchen, B) drunker, C) tavern, D) restaurant, E) shorter",B,CommonsenseQA_test,bar stool,Commonsense
"What is something children can do while traveling in a car? The options are: A) listen to music, B) watch television, C) play chess, D) walk, E) play basketball",A,CommonsenseQA_test,children,Commonsense
"What would vinyl be an odd thing to replace? The options are: A) pants, B) record albums, C) record store, D) cheese, E) wallpaper",E,CommonsenseQA_test,vinyl,Commonsense
"What is the purpose of playing games for children? The options are: A) winning, B) learning, C) losing, D) fatigue, E) skill",B,CommonsenseQA_test,playing games,Commonsense
"Billy was reading the newspaper as he commuted to work, but once he got to his destination he balled it up and put it somewhere. Where did it put it? The options are: A) trash, B) floor, C) subway, D) ground, E) lawn",A,CommonsenseQA_test,newspaper,Commonsense
"What is a treat that you dog will enjoy? The options are: A) salad, B) petted, C) affection, D) bone, E) lots of attention",D,CommonsenseQA_test,dog,Commonsense
"What is likely to satisfy someone's curiosity? The options are: A) hear news, B) read book, C) see favorite show, D) comedy show, E) go somewhere",A,CommonsenseQA_test,curiosity,Commonsense
"All the power tools like the drill used for fixing cars made for a very loud workplace where? The options are: A) basement, B) work shop, C) tool shed, D) repair shop, E) store room",D,CommonsenseQA_test,drill,Commonsense
"Where can you find a snake in tall grass? The options are: A) tree, B) in a jar, C) pet shops, D) feild, E) tropical forest",D,CommonsenseQA_test,snake,Commonsense
"What is a possible outcome for committing murder? The options are: A) problems, B) incarceration, C) trial, D) imprisonment, E) prosecution",D,CommonsenseQA_test,committing murder,Commonsense
"The old style pop ups literally let you see the story when you did what? The options are: A) giggle, B) visualize, C) open book, D) reading, E) go to movies",C,CommonsenseQA_test,see story,Commonsense
"In the building where James worked there was a small mezzanine in the auditorium to make more space for seats.  Where might James work? The options are: A) theater, B) floors, C) concert hall, D) education, E) school",A,CommonsenseQA_test,mezzanine,Commonsense
"What can you use to store a book while traveling? The options are: A) library of congress, B) pocket, C) backpack, D) suitcase, E) synagogue",D,CommonsenseQA_test,book,Commonsense
"What does a person from Avalon live in? The options are: A) pain, B) meaningful work, C) english house, D) cotton candy, E) headache",C,CommonsenseQA_test,person,Commonsense
"Who is not famous for a superhighway with no speed limit? The options are: A) europe, B) germany, C) industrialized country, D) city, E) america",E,CommonsenseQA_test,superhighway,Commonsense
"Joe owned back taxes as well as what other type of taxes? The options are: A) anterior, B) front, C) main, D) front, E) current",E,CommonsenseQA_test,back,Commonsense
"What is a very unlikely side effect of becoming inebriated? The options are: A) fights, B) drunkenness, C) staggering, D) puke, E) paralysis",E,CommonsenseQA_test,becoming inebriated,Commonsense
"What do singers need to do before a show? The options are: A) warm up, B) use microphones, C) clear throats, D) create music, E) sound beautiful",A,CommonsenseQA_test,singers,Commonsense
"What would be necessary for getting in shape? The options are: A) good health, B) exercise, C) muscle tone, D) sweat, E) feel better",B,CommonsenseQA_test,getting in shape,Commonsense
"If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down? The options are: A) park, B) calm, C) being good, D) good behavior, E) safe",B,CommonsenseQA_test,trouble,Commonsense
"When someone is physically competing what does their body do? The options are: A) tension, B) perform better, C) releases heat, D) winning or losing, E) sweat",E,CommonsenseQA_test,competing,Commonsense
"What does a self assured person often do? The options are: A) acknowledgment, B) focused, C) know what time, D) feel important, E) trust himself",D,CommonsenseQA_test,person,Commonsense
"The pitcher stepped on the mound ready to throw, where was he located specifically? The options are: A) hell, B) baseball stadium, C) golf course, D) africa, E) baseball diamond",E,CommonsenseQA_test,mound,Commonsense
"Kramer wrote a self-referential book.  What might that book be about? The options are: A) counter, B) coffee table, C) school room, D) backpack, E) bedside table",B,CommonsenseQA_test,book,Commonsense
"What are people likely to want to do with their friends? The options are: A) own land, B) own home, C) talk to each other, D) believe in god, E) spend time",E,CommonsenseQA_test,people,Commonsense
"The end of the barrel of what primitive firearm is bell shaped? The options are: A) barbell, B) funnel, C) blunderbuss, D) wind instrument, E) kettlebell",C,CommonsenseQA_test,bell,Commonsense
"If a person were going to bed, what would be their goal? The options are: A) lazy, B) insomnia, C) rest, D) falling asleep, E) dreaming of",D,CommonsenseQA_test,going to bed,Commonsense
"Where can I put this penny to save for later? The options are: A) piggy bank, B) wallet, C) toy, D) ground, E) pocket",A,CommonsenseQA_test,penny,Commonsense
"Where could you find hundreds of thousands of home? The options are: A) field, B) neighborhood, C) star can, D) city or town, E) apartment building",D,CommonsenseQA_test,home,Commonsense
"What can machines do that humans cannot? The options are: A) fail to work, B) perform work, C) answering questions, D) see work, E) fly",E,CommonsenseQA_test,machines,Commonsense
"They had a theory of what they could do in t he big game, so over and over they would what? The options are: A) park, B) practice, C) fact, D) practical, E) practise",B,CommonsenseQA_test,theory,Commonsense
"Where would your hear a bass clarinet along side other wood wind instruments? The options are: A) opera house, B) school band, C) music store, D) orchestra, E) bathroom stall",D,CommonsenseQA_test,bass clarinet,Commonsense
"What are people likely to do when an unexpected decent outcome occurs? The options are: A) kill each other, B) thank god, C) experience pain, D) hatred, E) talk to each other",B,CommonsenseQA_test,people,Commonsense
"The traveling business man was glad his credit card had perks, it offset the high prices for travel from a what? The options are: A) car, B) theatre, C) airport, D) hotel, E) disneyland",C,CommonsenseQA_test,high prices,Commonsense
"The couple explained they were having trouble communicating, it seemed every conversation took great what? The options are: A) thinking, B) effort, C) laugh, D) force, E) medium",B,CommonsenseQA_test,communicating,Commonsense
"Why does someone want to examine thing closely? The options are: A) buy, B) learn about, C) buy, D) complex, E) interesting",B,CommonsenseQA_test,examine thing,Commonsense
"In what kind of environment does an anemone live? The options are: A) nursery, B) south pacific, C) desert, D) sea water, E) atlantic ocean",D,CommonsenseQA_test,anemone,Commonsense
"Where would you find people standing in a line outside? The options are: A) bus depot, B) end of line, C) opera, D) neighbor's house, E) meeting",A,CommonsenseQA_test,people,Commonsense
"What kind of feelings does buying presents for others create? The options are: A) tears, B) please, C) like, D) thank, E) make happy",E,CommonsenseQA_test,buy presents for others,Commonsense
"There was many a bottle to choose from behind the cashier where? The options are: A) grocery store, B) diaper bag, C) gas station, D) liquor store, E) medicine cabinet",D,CommonsenseQA_test,bottle,Commonsense
"What does a kindergarten teacher do before nap time? The options are: A) lower expectations, B) encourage, C) fear, D) time test, E) tell story",E,CommonsenseQA_test,teacher,Commonsense
"Where is beer drank by people watching sticks and pucks? The options are: A) bottle, B) refrigerator, C) hockey game, D) casino, E) bar",C,CommonsenseQA_test,beer,Commonsense
"Where might the stapler be if I cannot find it? The options are: A) office building, B) office supply store, C) desk drawer, D) with dwight, E) desktop",C,CommonsenseQA_test,stapler,Commonsense
"If you're going to a party in a new town what are you hoping to make? The options are: A) getting drunk, B) making new friends, C) new contacts, D) doing drugs, E) set home",B,CommonsenseQA_test,going to party,Commonsense
"What green area is a marmot likely to be found in? The options are: A) countryside, B) great plains, C) encyclopedia, D) jungle, E) north america",A,CommonsenseQA_test,marmot,Commonsense
"Children's behavior is a direct reflection of their what? The options are: A) parents, B) old people, C) play ball, D) many adults, E) grown ups",A,CommonsenseQA_test,children,Commonsense
"What do geese do every fall in fields? The options are: A) guard house, B) fly, C) eat, D) follow ultralight airplane, E) group together",E,CommonsenseQA_test,geese,Commonsense
"Joan wants to cook a potato, where should she place it? The options are: A) boiling water, B) paper bag, C) restaurants, D) underground, E) cupboard",A,CommonsenseQA_test,potato,Commonsense
"Why would you take a bus to work? The options are: A) commute, B) flying, C) get somewhere, D) travel, E) go home",A,CommonsenseQA_test,take bus,Commonsense
"One of the potential hazards of attending school is what? The options are: A) cooties, B) get smart, C) boredom, D) colds and flu, E) taking tests",D,CommonsenseQA_test,attending school,Commonsense
"What is someone doing if he or she is sitting quietly and his or her eyes are moving? The options are: A) reading, B) meditate, C) fall asleep, D) bunk, E) think",A,CommonsenseQA_test,sitting quietly,Commonsense
"He has lactose intolerant, but was eating dinner made of cheese, what followed for him? The options are: A) digestive, B) feel better, C) sleepiness, D) indigestion, E) illness",D,CommonsenseQA_test,eating dinner,Commonsense
"If the president wanted to ban snakes, where would he issue such a decree? The options are: A) street, B) tropical forest, C) garden of eden, D) new mexico, E) white house",E,CommonsenseQA_test,snake,Commonsense
"Where are there likely to be a variety of flats to choose from? The options are: A) london, B) apartment building, C) city, D) falling down, E) town",C,CommonsenseQA_test,flat,Commonsense
"Mandy lived in a train station.  She longed to see distant places. Where might she imagine going? The options are: A) downtown area, B) centre of town, C) bedroom, D) europe, E) big city",D,CommonsenseQA_test,train station,Commonsense
"When you get an F, you fail. If you get A's you are? The options are: A) passed, B) completing, C) passed, D) passing, E) succeeding",D,CommonsenseQA_test,fail,Commonsense
"John bought a new water hose.  But he found his old one near his car.  Where did he find the old one? The options are: A) garden shed, B) hardware store, C) greenhouse, D) garage, E) in a van",D,CommonsenseQA_test,hose,Commonsense
"He looked at the field of pumps, all slowing churning oil out of the what? The options are: A) manual, B) street, C) restaurant, D) ground, E) service station",D,CommonsenseQA_test,oil,Commonsense
"Something had the nerve to break into the garbage last night, what did it? The options are: A) eyes, B) animal, C) fingertips, D) brainstem, E) human body",B,CommonsenseQA_test,nerve,Commonsense
"Where would you expect to find a dictionary along side other writings you can borrow? The options are: A) classroom, B) shelf, C) explain meaning of words, D) table, E) library",E,CommonsenseQA_test,dictionary,Commonsense
"Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport? The options are: A) very entertaining, B) fun, C) slow, D) competitive, E) violent",E,CommonsenseQA_test,sports,Commonsense
"Where is there a telephone book in almost every room? The options are: A) at hotel, B) house, C) library, D) bedsit, E) closet",A,CommonsenseQA_test,telephone book,Commonsense
"Sally thought that competing wasn't worth the risk. If she pushed more what might happen? The options are: A) pressure, B) trying harder, C) put harder, D) enemies, E) death",E,CommonsenseQA_test,competing,Commonsense
"I listened to lecture intensely, what is my goal? The options are: A) gain confidence, B) concentrate, C) get attention, D) pay attention, E) stop talking",B,CommonsenseQA_test,listen,Commonsense
"What do people feel after having sex that requires them to shower? The options are: A) bedroom, B) pleasant, C) obesity, D) painful, E) dirty",E,CommonsenseQA_test,sex,Commonsense
"What happens when you go somewhere and forget something at home? The options are: A) arriving, B) arrive there, C) turn around, D) go back, E) fart",D,CommonsenseQA_test,go somewhere,Commonsense
"How might releasing energy that has built up feel? The options are: A) damage, B) wonderful, C) exhaustion, D) orgasm, E) lazy",B,CommonsenseQA_test,releasing energy,Commonsense
"Where is a doormat likely to be in front of? The options are: A) facade, B) front door, C) doorway, D) entrance porch, E) hallway",B,CommonsenseQA_test,doormat,Commonsense
"If you are prone to postpone work what will you have to do in order to finish on time? The options are: A) eat, B) hasten, C) antedate, D) bring forward, E) advance",B,CommonsenseQA_test,postpone,Commonsense
"What makes someone a nomad? The options are: A) unpleasant things, B) hangnail, C) have no home, D) have no car, E) schizophrenia",C,CommonsenseQA_test,person,Commonsense
"What did the policemen do when they heard a cry from a distance? The options are: A) run away, B) hurry along, C) fine motorists, D) direct traffic, E) help",E,CommonsenseQA_test,policemen,Commonsense
"What does someone typically feel when applying for a job? The options are: A) horror, B) anxiety and fear, C) rejection, D) increased workload, E) being employed",B,CommonsenseQA_test,applying for job,Commonsense
"What does every person want? The options are: A) life partner, B) larger house, C) second chances, D) money, E) headache",A,CommonsenseQA_test,person,Commonsense
"where is a good place to obtain new soap? The options are: A) supermarket, B) washing, C) cabinet, D) own home, E) sink",A,CommonsenseQA_test,soap,Commonsense
"Where are  you likely to find a hamburger? The options are: A) fast food restaurant, B) pizza, C) ground up dead cows, D) mouth, E) cow carcus",A,CommonsenseQA_test,hamburger,Commonsense
"What are you using if there are speakers strapped on your ears? The options are: A) take it all in, B) headphones, C) desktop, D) conference, E) concert",B,CommonsenseQA_test,speakers,Commonsense
"If you spend a long time shopping in uncomfortable shoes, you might develop what? The options are: A) tiredness, B) calluses, C) bankruptcy, D) standing in line, E) sleepyness",B,CommonsenseQA_test,shopping,Commonsense
"The hostess greeted the employees to the program, she then led them to their what? The options are: A) group people, B) welcome guests, C) occupations, D) work room, E) seat customer",D,CommonsenseQA_test,hostess,Commonsense
"Where would you get jeans and other wearable items to take home with you? The options are: A) shopping mall, B) museum, C) laundromat, D) clothing store, E) bedroom",D,CommonsenseQA_test,jeans,Commonsense
"Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what? The options are: A) stand up, B) produce, C) construct, D) make, E) build",C,CommonsenseQA_test,wreck,Commonsense
"How many hours are in a day? The options are: A) week, B) bright, C) night, D) twenty four, E) year",D,CommonsenseQA_test,day,Commonsense
"The terrace had Kanji written on it, indicating that it was made where? The options are: A) japan, B) rice paddy, C) garden, D) michigan, E) italy",A,CommonsenseQA_test,terrace,Commonsense
"They children loved having a back yard, and the parents loved that it was a safe what? The options are: A) suburb, B) neighborhood, C) back of house, D) roundabout, E) property",B,CommonsenseQA_test,back yard,Commonsense
"Bill wanted to pick up a stranger, preferably a responsible one with kids.  Where might he look for one? The options are: A) bus station, B) paradise, C) train station, D) park, E) sea",D,CommonsenseQA_test,stranger,Commonsense
"Why do people play chess on the weekends? The options are: A) satisfaction, B) have fun, C) thrilling, D) made, E) smart",B,CommonsenseQA_test,play chess,Commonsense
"What happens when driving? The options are: A) lack of fuel, B) paint scratching, C) wheels turning, D) tire wear, E) traffic accident",C,CommonsenseQA_test,driving,Commonsense
"Sitting down quickly after eating beans could lead to what? The options are: A) flatulence, B) happiness, C) laziness, D) fall asleep, E) comfort",A,CommonsenseQA_test,sitting down,Commonsense
"What island country is ferret popular? The options are: A) own home, B) north carolina, C) great britain, D) hutch, E) outdoors",C,CommonsenseQA_test,ferret,Commonsense
"I did not need a servant.  I was not a what? The options are: A) freedom, B) rich person, C) hired help, D) in charge, E) busy",B,CommonsenseQA_test,servant,Commonsense
"Why are dogs often known as man's best friend? The options are: A) aggressive, B) friendly, C) very loyal, D) found outside, E) very smart",C,CommonsenseQA_test,dogs,Commonsense
"Where would you put a plate immediately after eating from it? The options are: A) kitchen cupboard, B) floor, C) table, D) dishwasher, E) flea market",D,CommonsenseQA_test,plate,Commonsense
"The person wasn't bothered by the weather, she had remembered to bring her what? The options are: A) read book, B) own house, C) apartment, D) more rice, E) warm coat",E,CommonsenseQA_test,person,Commonsense
"The child didn't know the problems his mother was going through, all he had was what for her? The options are: A) care, B) balloon, C) loved, D) become adult, E) learn",C,CommonsenseQA_test,child,Commonsense
"Where can you find a dogs house? The options are: A) found outside, B) faithful, C) frightening, D) cold, E) four legs",A,CommonsenseQA_test,dogs,Commonsense
"What does a gambler do that causes him or her to be unhappy? The options are: A) play cards, B) double winnings, C) lose money, D) play poker, E) to win the prize",C,CommonsenseQA_test,gambler,Commonsense
"What do most companies not want to have relative to demand? The options are: A) oversupply, B) plentitude, C) stockpile, D) superabundance, E) busy",A,CommonsenseQA_test,want,Commonsense
"How are the conditions for someone who is living in a homeless shelter? The options are: A) sometimes bad, B) happy, C) respiration, D) growing older, E) death",A,CommonsenseQA_test,living,Commonsense
"Where do you keep musical instrument so it doesn't get scratched? The options are: A) bank, B) orchestra, C) case, D) music room, E) movie",C,CommonsenseQA_test,musical instrument,Commonsense
"Stark was just having fun, and he wasn't hurting anyone.  What might have he been doing? The options are: A) painting his nails, B) playing marbles, C) constructing, D) need for rest, E) wild ride",B,CommonsenseQA_test,having fun,Commonsense
"If someone rules the universe of what are they in charge? The options are: A) classroom, B) football game, C) everything, D) text book, E) lawbook",C,CommonsenseQA_test,rule,Commonsense
"Joe found spiders while checking something outside.  What might that be? The options are: A) cupboard, B) closet, C) storage bag, D) mail box, E) garage",D,CommonsenseQA_test,spiders,Commonsense
"He was beginning to regret taking the fight when he saw how what his opponent was? The options are: A) fun, B) joy, C) satisfaction, D) confident, E) pride",D,CommonsenseQA_test,regret,Commonsense
"Where would you find a single shower curtain being used? The options are: A) bathtub, B) washing area, C) hotel, D) shower stall, E) department store",A,CommonsenseQA_test,shower curtain,Commonsense
"Pens, computers, text books and paper clips can all be found where? The options are: A) desktop, B) university, C) drawer, D) table, E) work",B,CommonsenseQA_test,paper clips,Commonsense
"After standing up I had to sit right back down, why would I feel like this? The options are: A) train, B) effort, C) balance, D) feet, E) muscles",C,CommonsenseQA_test,standing up,Commonsense
"Where does a heifer's master live? The options are: A) farm house, B) barnyard, C) stockyard, D) slaughter house, E) eat cake",A,CommonsenseQA_test,heifer,Commonsense
"James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going? The options are: A) river, B) television, C) india, D) england, E) europe",D,CommonsenseQA_test,channel,Commonsense
"Some people got escorted out of the library, they were probably what? The options are: A) state facts, B) talking loudly, C) making money, D) amount to nothing, E) believe in god",B,CommonsenseQA_test,people,Commonsense
"Where do play a game for money? The options are: A) casino, B) football ground, C) ballpark, D) family room, E) toy store",A,CommonsenseQA_test,game,Commonsense
"The fresh herbs, flowers, and vegetables will shrivel up if people don't do this? The options are: A) water plants, B) believe in god, C) drive to the nearest pool, D) speaking english, E) raise children",A,CommonsenseQA_test,people,Commonsense
"The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch? The options are: A) case, B) jewelry store, C) shopping, D) jewelery box, E) hock",B,CommonsenseQA_test,wristwatch,Commonsense
"When someone has little knowledge and is judging someone they are considered what? The options are: A) objectivity, B) knowing yourself, C) experience, D) ignorance, E) introduction",D,CommonsenseQA_test,judging,Commonsense
"What might a person be watching if they see a man with a suitcase full of money? The options are: A) baggage compartment, B) movie, C) subway, D) airplane, E) cargo hold",B,CommonsenseQA_test,suitcase,Commonsense
"What region of a west coast U.S. city would you find a Japanese restaurant? The options are: A) california, B) tokio, C) downtown, D) narnia, E) large town",C,CommonsenseQA_test,japanese restaurant,Commonsense
"What type of fruit is easily broken in to sections? The options are: A) slide, B) citrus, C) band, D) orchestra, E) coconut",B,CommonsenseQA_test,section,Commonsense
"Seeing idea become reality was a dream of hers for a long time, but as the time came to get on stage she had more what? The options are: A) build, B) anxiety, C) celebrate, D) very nice, E) ocean",B,CommonsenseQA_test,seeing idea become reality,Commonsense
"They were searching for rocks, so they missed the birds overhead as they stared at the what? The options are: A) ground, B) drawer, C) surface of earth, D) pizza, E) waterfall",A,CommonsenseQA_test,rocks,Commonsense
"John saw a fox running along the beach and was glad to be on the east coast.  Where might he have been? The options are: A) tennessee, B) south carolina, C) louisiana, D) oklahoma, E) mountains",B,CommonsenseQA_test,fox,Commonsense
"When did mammoth's live? The options are: A) boscage, B) forest, C) prehistory, D) prehistoric times, E) ancient times",E,CommonsenseQA_test,mammoth,Commonsense
"He was trying to procreate with many individuals, this led to a what? The options are: A) moaning, B) die, C) kiss, D) std, E) sanity",D,CommonsenseQA_test,procreate,Commonsense
"Where outside of a city would a squirrel live? The options are: A) roof, B) inside home, C) forest, D) yard, E) park",C,CommonsenseQA_test,squirrel,Commonsense
"What will god never do according to religion? The options are: A) anything, B) judge people, C) work miracles, D) judge men, E) everywhere",B,CommonsenseQA_test,god,Commonsense
"Sally was standing in queue.  The line was very, very slow.  What was she feeling? The options are: A) frustration, B) delays, C) being annoyed, D) moving forward, E) progress",A,CommonsenseQA_test,standing in queue,Commonsense
"What do you go to see for live entertainment? The options are: A) movie, B) show, C) concert venue, D) casino, E) theatre",B,CommonsenseQA_test,entertainment,Commonsense
"If it is Chrismas time what came most recently before? The options are: A) halloween, B) summer, C) easter, D) kwaanza, E) give gift",A,CommonsenseQA_test,christmas,Commonsense
"Where would you find magazines along side many other printed works? The options are: A) doctor, B) bookstore, C) market, D) train station, E) mortuary",B,CommonsenseQA_test,magazines,Commonsense
"In what Spanish speaking North American country can you get a great cup of coffee? The options are: A) mildred's coffee shop, B) mexico, C) diner, D) kitchen, E) canteen",B,CommonsenseQA_test,cup of coffee,Commonsense
"Sally was afraid of danger and always double checked what? The options are: A) fight enemy, B) secure, C) being safe, D) safety, E) vicinity",D,CommonsenseQA_test,danger,Commonsense
"Where might an alien use a vacuum? The options are: A) space, B) closet, C) kitchen, D) orbit, E) container",A,CommonsenseQA_test,vacuum,Commonsense
"There's one obvious reason to eat vegetables, they're plain what you? The options are: A) lose weight, B) good for, C) bland, D) chewing, E) fibre",B,CommonsenseQA_test,eat vegetables,Commonsense
"What type of geographic area will you find a marmot? The options are: A) mountainous area, B) wood pile, C) jungle, D) petting zoo, E) animals",A,CommonsenseQA_test,marmot,Commonsense
"What is the hopeful result of going to see a play? The options are: A) sit, B) being entertained, C) jobless, D) meet, E) laugh",B,CommonsenseQA_test,going to play,Commonsense
"What to kids do for boredom on a ramp? The options are: A) watch film, B) fire game, C) hang out at bar, D) go skiing, E) skateboard",E,CommonsenseQA_test,boredom,Commonsense
"If I put in my key and open a hinged door, where am I likely entering? The options are: A) kitchen, B) safe, C) own house, D) building, E) pantry",C,CommonsenseQA_test,hinged door,Commonsense
"Blue read material outside of his comfort zone because he wanted to gain what? The options are: A) new perspective, B) entertained, C) understanding, D) hunger, E) tired eyes",A,CommonsenseQA_test,reading,Commonsense
"Where is a drug kept in a home bathroom? The options are: A) nursery, B) ghetto, C) cupboard, D) pharmacy, E) medicine cabinet",E,CommonsenseQA_test,drug,Commonsense
"When getting in shape, this is something that does wonders? The options are: A) eat more, B) starve, C) give up, D) period of recovery, E) jogging",E,CommonsenseQA_test,getting in shape,Commonsense
"John was an aristocratic fox hunter.  Where might he live? The options are: A) england, B) new hampshire, C) street, D) arkansas, E) north dakota",B,CommonsenseQA_test,fox,Commonsense
"Jesse  enjoyed remembering the past because he helped him understand it.  And understanding the past helped him with doing what? The options are: A) phoning, B) nostalgia, C) writing down, D) active, E) being prepared",E,CommonsenseQA_test,remembering,Commonsense
"When you slip from a ladder propped on anything what will you do? The options are: A) obesity, B) fall down, C) matter to, D) whatever, E) surprise",B,CommonsenseQA_test,anything,Commonsense
"Steve thought that it was possible, but he agreed that it was what? The options are: A) no go, B) unable, C) unlikely, D) impossibility, E) cant do",C,CommonsenseQA_test,possible,Commonsense
"Where would you get some wood if you do not have any? The options are: A) carpet, B) boat, C) river, D) lumberyard, E) synagogue",D,CommonsenseQA_test,wood,Commonsense
"His parents thought he was suffering from boredom, but the teen loved to lay in bed and just do what? The options are: A) meet interesting people, B) lift weights, C) listen to music, D) play chess, E) entertain",C,CommonsenseQA_test,boredom,Commonsense
"The man laid on the soft moss and looked up at the trees, where was the man? The options are: A) niagra falls, B) forest, C) waterfall, D) ground, E) tree",B,CommonsenseQA_test,moss,Commonsense
"If while driving to work another car makes a careless maneuver, what emotion might you feel? The options are: A) boredom, B) happiness, C) transportation cost, D) getting there, E) road rage",E,CommonsenseQA_test,driving to work,Commonsense
"Where would you find many varieties of plants including a rosebush? The options are: A) kew gardens, B) garder, C) backyard, D) shop, E) beautiful garden",E,CommonsenseQA_test,rosebush,Commonsense
"What could you be a few hours after you finish cashing in due to your cash? The options are: A) happy, B) receiving money, C) getting paid, D) spending money, E) selling out",A,CommonsenseQA_test,cashing in,Commonsense
"If not in a stream but in a market where will you find fish? The options are: A) stream, B) aquarium, C) refrigerator, D) boat ride, E) market",C,CommonsenseQA_test,fish,Commonsense
"When wildlife reproduce we often refer to what comes out as what? The options are: A) raise children, B) have children, C) photo copy, D) offspring, E) accidently got pregnant somehow",D,CommonsenseQA_test,reproduce,Commonsense
"The cancer patient was expecting to die, so he made out his what? The options are: A) not to live, B) write will, C) never want, D) seek help, E) go to hell",B,CommonsenseQA_test,die,Commonsense
"The merchant wanted to open in a high-traffic space, where did he rent space? The options are: A) mall, B) business, C) store, D) sale, E) sell goods",A,CommonsenseQA_test,merchant,Commonsense
"Because John was first violin, he had to bring something important to work ever day. What did he need to bring to work? The options are: A) music store, B) obesity, C) symphony orchestra, D) ochestra, E) violin case",E,CommonsenseQA_test,first violin,Commonsense
"They passed a apple tree on their way to the racetrack, the were going to watch the biggest motorsport spectacle in the world where? The options are: A) maryland, B) indiana, C) on tv, D) park, E) new jersey",B,CommonsenseQA_test,apple tree,Commonsense
